PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;GESLACHT;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
Noord-Brabant;0855;Tilburg;reguliere inst.;postmaster;21PN;Tilburg University;onderwijs;universitaire lerarenopleidingen;68536;M Educatie in de Taal- en cultuurwetenschappen;voltijd onderwijs;vrouw;0;0;0;0;0;0;0;0;2;8
Noord-Holland;0363;Amsterdam;WO kleine univ.;bachelor;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);50021;B Theologie Klassiek;deeltijd onderwijs;man;6;5;3;3;0;0;0;0;0;0
Noord-Holland;0363;Amsterdam;WO kleine univ.;bachelor;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);50021;B Theologie Klassiek;deeltijd onderwijs;vrouw;7;5;3;3;2;0;0;0;0;0
Noord-Holland;0363;Amsterdam;WO kleine univ.;bachelor;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);50021;B Theologie Klassiek;voltijd onderwijs;man;56;52;37;16;3;0;0;0;0;0
Noord-Holland;0363;Amsterdam;WO kleine univ.;bachelor;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);50021;B Theologie Klassiek;voltijd onderwijs;vrouw;38;35;14;8;4;0;0;0;0;0
Noord-Holland;0363;Amsterdam;WO kleine univ.;bachelor;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);50022;B Theologie Plus;deeltijd onderwijs;man;6;4;0;0;0;0;0;0;0;0
Noord-Holland;0363;Amsterdam;WO kleine univ.;bachelor;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);50022;B Theologie Plus;deeltijd onderwijs;vrouw;1;0;0;0;0;0;0;0;0;0
Noord-Holland;0363;Amsterdam;WO kleine univ.;bachelor;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);50022;B Theologie Plus;voltijd onderwijs;man;4;3;1;0;0;0;0;0;0;0
Noord-Holland;0363;Amsterdam;WO kleine univ.;bachelor;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);50022;B Theologie Plus;voltijd onderwijs;vrouw;3;2;1;0;0;0;0;0;0;0
Noord-Holland;0363;Amsterdam;WO kleine univ.;bachelor;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);55004;B Theologie (joint degree);deeltijd onderwijs;man;0;0;1;3;6;4;9;7;9;13
Noord-Holland;0363;Amsterdam;WO kleine univ.;bachelor;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);55004;B Theologie (joint degree);deeltijd onderwijs;vrouw;0;0;1;1;2;2;2;3;5;8
Noord-Holland;0363;Amsterdam;WO kleine univ.;bachelor;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);55004;B Theologie (joint degree);voltijd onderwijs;man;0;0;9;17;23;19;20;15;18;25
Noord-Holland;0363;Amsterdam;WO kleine univ.;bachelor;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);55004;B Theologie (joint degree);voltijd onderwijs;vrouw;0;0;5;5;8;6;9;8;10;18
Noord-Holland;0363;Amsterdam;WO kleine univ.;master;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);66122;M Gemeentepredikant;deeltijd onderwijs;man;38;53;43;48;52;50;46;46;35;34
Noord-Holland;0363;Amsterdam;WO kleine univ.;master;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);66122;M Gemeentepredikant;deeltijd onderwijs;vrouw;14;21;17;20;17;13;9;17;17;14
Noord-Holland;0363;Amsterdam;WO kleine univ.;master;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);66122;M Gemeentepredikant;voltijd onderwijs;man;40;52;42;44;42;42;36;35;37;42
Noord-Holland;0363;Amsterdam;WO kleine univ.;master;00DV;Protestantse Theologische Universiteit;taal en cultuur;n.v.t. (taal en cultuur);66122;M Gemeentepredikant;voltijd onderwijs;vrouw;22;30;28;28;22;23;19;17;11;9
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);56966;B Werktuigbouwkunde;voltijd onderwijs;man;0;0;0;0;0;0;0;0;0;47
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PH;Universiteit Twente;techniek;n.v.t. (techniek);56966;B Werktuigbouwkunde;voltijd onderwijs;vrouw;0;0;0;0;0;0;0;0;0;10
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);50897;B Business Administration;voltijd onderwijs;man;0;0;0;0;0;0;0;594;1002;1016
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);50897;B Business Administration;voltijd onderwijs;vrouw;0;0;0;0;0;0;0;432;675;745
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);50905;B Economie en Bedrijfskunde;voltijd onderwijs;man;1638;1290;1299;1471;1592;1565;1631;995;670;324
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);50905;B Economie en Bedrijfskunde;voltijd onderwijs;vrouw;848;640;674;794;815;838;916;510;333;138
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);56402;B Fiscale Economie;voltijd onderwijs;man;76;63;89;105;98;121;125;121;101;107
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);56402;B Fiscale Economie;voltijd onderwijs;vrouw;43;46;59;63;55;59;68;66;61;32
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);56411;B Actuariele Wetenschappen;voltijd onderwijs;man;32;25;23;20;17;14;16;28;34;51
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);56411;B Actuariele Wetenschappen;voltijd onderwijs;vrouw;22;19;15;14;15;6;19;27;36;54
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);56833;B Econometrie en Operationele Research;voltijd onderwijs;man;169;170;209;233;235;230;287;320;328;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);56833;B Econometrie en Operationele Research;voltijd onderwijs;vrouw;65;62;61;76;86;95;133;159;164;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);59318;B Economics and Business Economics;voltijd onderwijs;man;0;0;0;0;0;0;0;445;603;773
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);59318;B Economics and Business Economics;voltijd onderwijs;vrouw;0;0;0;0;0;0;0;218;342;433
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);59332;B Econometrie;voltijd onderwijs;man;0;0;0;0;0;0;0;0;0;315
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);59332;B Econometrie;voltijd onderwijs;vrouw;0;0;0;0;0;0;0;0;0;167
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50003;B Onderwijswetenschappen;voltijd onderwijs;man;0;0;0;0;0;0;0;0;12;10
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50003;B Onderwijswetenschappen;voltijd onderwijs;vrouw;0;0;0;0;0;0;0;0;52;50
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50035;B Culturele Antropologie en Ontwikkelingssociologie;deeltijd onderwijs;man;4;3;1;0;0;0;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50035;B Culturele Antropologie en Ontwikkelingssociologie;deeltijd onderwijs;vrouw;28;21;4;0;0;0;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50035;B Culturele Antropologie en Ontwikkelingssociologie;voltijd onderwijs;man;96;90;71;91;86;94;84;77;71;54
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50035;B Culturele Antropologie en Ontwikkelingssociologie;voltijd onderwijs;vrouw;380;386;341;339;320;286;259;238;227;224
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56601;B Sociologie;deeltijd onderwijs;man;9;8;4;4;0;0;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56601;B Sociologie;deeltijd onderwijs;vrouw;20;1;0;1;0;0;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56601;B Sociologie;voltijd onderwijs;man;215;163;155;139;123;94;78;67;76;104
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56601;B Sociologie;voltijd onderwijs;vrouw;227;156;154;175;208;195;170;151;190;269
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;deeltijd onderwijs;man;48;30;14;1;0;0;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;deeltijd onderwijs;vrouw;155;106;54;5;0;0;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;voltijd onderwijs;man;428;424;383;409;418;375;347;371;383;389
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;voltijd onderwijs;vrouw;1119;1083;1018;1099;1036;923;843;836;909;1019
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56606;B Politicologie;deeltijd onderwijs;man;16;5;0;0;0;0;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56606;B Politicologie;deeltijd onderwijs;vrouw;19;3;0;0;0;0;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56606;B Politicologie;voltijd onderwijs;man;481;431;419;394;407;343;309;354;377;464
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56606;B Politicologie;voltijd onderwijs;vrouw;370;318;265;301;294;233;214;288;379;478
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56607;B Pedagogische Wetenschappen;voltijd onderwijs;man;30;25;22;24;18;26;13;11;12;23
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56607;B Pedagogische Wetenschappen;voltijd onderwijs;vrouw;595;463;325;301;390;404;258;220;204;326
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56613;B Onderwijskunde;voltijd onderwijs;man;27;18;11;12;13;18;16;16;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56613;B Onderwijskunde;voltijd onderwijs;vrouw;59;48;25;36;46;55;48;50;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56615;B Communicatiewetenschap;deeltijd onderwijs;man;10;5;3;2;0;0;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56615;B Communicatiewetenschap;deeltijd onderwijs;vrouw;14;11;5;1;0;0;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56615;B Communicatiewetenschap;voltijd onderwijs;man;437;395;320;320;274;228;268;295;309;371
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56615;B Communicatiewetenschap;voltijd onderwijs;vrouw;1063;1003;830;819;748;635;774;842;1059;1188
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56631;B Algemene Sociale Wetenschappen;voltijd onderwijs;man;129;137;128;129;113;100;91;107;108;117
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56631;B Algemene Sociale Wetenschappen;voltijd onderwijs;vrouw;321;349;353;335;289;246;247;252;265;295
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56838;B Sociale Geografie en Planologie;deeltijd onderwijs;man;16;9;5;2;0;0;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56838;B Sociale Geografie en Planologie;deeltijd onderwijs;vrouw;8;4;3;1;1;0;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56838;B Sociale Geografie en Planologie;voltijd onderwijs;man;332;350;271;263;253;216;209;213;191;205
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56838;B Sociale Geografie en Planologie;voltijd onderwijs;vrouw;166;177;140;151;144;138;162;158;161;154
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);56551;B Geneeskunde;voltijd onderwijs;man;235;389;444;491;481;459;462;477;456;451
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);56551;B Geneeskunde;voltijd onderwijs;vrouw;472;669;770;764;777;792;792;773;796;758
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);56560;B Tandheelkunde;voltijd onderwijs;man;116;112;94;98;88;80;84;78;86;75
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);56560;B Tandheelkunde;voltijd onderwijs;vrouw;149;149;144;153;142;147;178;200;193;182
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);56573;B Medische Informatiekunde;voltijd onderwijs;man;45;37;31;41;56;68;58;44;33;37
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);56573;B Medische Informatiekunde;voltijd onderwijs;vrouw;18;18;26;39;37;52;61;63;55;60
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);56990;B Biomedische Wetenschappen;voltijd onderwijs;man;197;153;155;140;150;148;142;142;115;114
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);56990;B Biomedische Wetenschappen;voltijd onderwijs;vrouw;242;213;210;226;252;272;253;217;215;198
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);50012;B Bio-exact;voltijd onderwijs;man;6;5;2;1;0;0;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);50012;B Bio-exact;voltijd onderwijs;vrouw;6;3;0;0;0;0;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);50014;B Psychobiologie;voltijd onderwijs;man;140;168;206;246;221;200;174;154;123;134
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);50014;B Psychobiologie;voltijd onderwijs;vrouw;377;423;463;549;494;460;464;484;496;530
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);50250;B Beta-gamma;voltijd onderwijs;man;280;300;203;230;250;245;251;250;244;220
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);50250;B Beta-gamma;voltijd onderwijs;vrouw;203;223;160;192;216;225;229;226;201;195
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);55012;B Scheikunde (joint degree);voltijd onderwijs;man;0;0;0;0;0;0;97;116;120;105
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);55012;B Scheikunde (joint degree);voltijd onderwijs;vrouw;0;0;0;0;0;0;53;82;83;76
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);55013;B Natuur- en Sterrenkunde (joint degree);voltijd onderwijs;man;0;0;0;0;0;0;176;223;266;287
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);55013;B Natuur- en Sterrenkunde (joint degree);voltijd onderwijs;vrouw;0;0;0;0;0;0;45;61;65;81
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);56842;B Informatiekunde;voltijd onderwijs;man;97;84;96;137;159;187;192;212;217;244
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);56842;B Informatiekunde;voltijd onderwijs;vrouw;14;11;18;29;37;45;61;66;67;61
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);56857;B Scheikunde;voltijd onderwijs;man;65;65;59;67;106;115;39;28;12;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);56857;B Scheikunde;voltijd onderwijs;vrouw;33;36;41;46;50;58;15;10;4;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);56860;B Biologie;voltijd onderwijs;man;75;86;95;110;115;106;95;94;94;93
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);56860;B Biologie;voltijd onderwijs;vrouw;59;68;73;79;79;74;71;84;81;83
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);56978;B Informatica;voltijd onderwijs;man;118;132;169;201;239;263;277;284;314;345
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);56978;B Informatica;voltijd onderwijs;vrouw;11;12;14;10;17;16;19;25;30;29
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);56980;B Wiskunde;voltijd onderwijs;man;100;103;96;112;120;142;138;119;105;97
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);56980;B Wiskunde;voltijd onderwijs;vrouw;26;28;41;47;41;45;42;37;45;40
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);56981;B Kunstmatige Intelligentie;voltijd onderwijs;man;97;112;109;159;170;202;269;321;310;320
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);56981;B Kunstmatige Intelligentie;voltijd onderwijs;vrouw;15;19;24;22;30;42;65;87;101;101
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);56984;B Natuur- en Sterrenkunde;voltijd onderwijs;man;182;213;240;274;268;259;88;51;31;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);56984;B Natuur- en Sterrenkunde;voltijd onderwijs;vrouw;45;37;32;39;50;50;20;14;9;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);56986;B Aardwetenschappen;voltijd onderwijs;man;35;45;35;22;12;0;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);56986;B Aardwetenschappen;voltijd onderwijs;vrouw;31;29;22;12;6;0;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;deeltijd onderwijs;man;195;107;65;45;49;35;22;20;18;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;deeltijd onderwijs;vrouw;245;139;91;79;66;50;39;31;24;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;voltijd onderwijs;man;734;724;685;639;631;617;591;604;624;658
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;voltijd onderwijs;vrouw;1173;1064;999;938;885;847;766;811;968;1138
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);56827;B Fiscaal Recht;deeltijd onderwijs;man;43;22;13;10;8;7;6;3;2;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);56827;B Fiscaal Recht;deeltijd onderwijs;vrouw;35;11;13;12;13;11;9;7;4;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);56827;B Fiscaal Recht;voltijd onderwijs;man;90;103;92;93;108;95;85;97;110;126
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);56827;B Fiscaal Recht;voltijd onderwijs;vrouw;54;56;58;61;58;50;41;50;66;80
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);56828;B Notarieel Recht;deeltijd onderwijs;man;4;1;1;0;0;0;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);56828;B Notarieel Recht;deeltijd onderwijs;vrouw;8;4;3;1;2;2;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);56828;B Notarieel Recht;voltijd onderwijs;man;24;22;17;16;10;4;1;1;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);56828;B Notarieel Recht;voltijd onderwijs;vrouw;55;61;54;44;26;17;10;3;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;sectoroverstijgend;sectoroverstijgend;50393;B Liberal Arts and Sciences;voltijd onderwijs;man;60;112;0;0;0;0;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;sectoroverstijgend;sectoroverstijgend;50393;B Liberal Arts and Sciences;voltijd onderwijs;vrouw;109;182;0;0;0;0;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;sectoroverstijgend;sectoroverstijgend;50425;B Future Planet Studies;voltijd onderwijs;man;0;0;126;194;255;286;305;293;307;274
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;sectoroverstijgend;sectoroverstijgend;50425;B Future Planet Studies;voltijd onderwijs;vrouw;0;0;84;131;185;208;229;248;272;294
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;sectoroverstijgend;sectoroverstijgend;55002;B Liberal Arts and Sciences (joint degree);voltijd onderwijs;man;0;0;121;125;154;163;161;180;194;163
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;sectoroverstijgend;sectoroverstijgend;55002;B Liberal Arts and Sciences (joint degree);voltijd onderwijs;vrouw;0;0;215;254;289;299;321;389;488;467
