PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;GESLACHT;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;sectoroverstijgend;sectoroverstijgend;59312;B Politics, Psychology, Law and Economics;voltijd onderwijs;man;0;0;0;0;47;88;151;198;225;248
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;sectoroverstijgend;sectoroverstijgend;59312;B Politics, Psychology, Law and Economics;voltijd onderwijs;vrouw;0;0;0;0;41;128;237;332;373;407
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;sectoroverstijgend;sectoroverstijgend;59330;B Cognition, Language and Communication;voltijd onderwijs;man;0;0;0;0;0;0;0;0;4;10
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;sectoroverstijgend;sectoroverstijgend;59330;B Cognition, Language and Communication;voltijd onderwijs;vrouw;0;0;0;0;0;0;0;0;23;46
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50004;B Cultuurwetenschappen;voltijd onderwijs;man;0;0;0;0;0;0;0;11;10;8
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50004;B Cultuurwetenschappen;voltijd onderwijs;vrouw;0;0;0;0;0;0;0;52;42;35
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50010;B Media en informatie;deeltijd onderwijs;man;8;1;2;3;5;3;1;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50010;B Media en informatie;deeltijd onderwijs;vrouw;15;3;1;2;3;3;1;0;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50010;B Media en informatie;voltijd onderwijs;man;6;3;8;9;10;6;27;64;122;174
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50010;B Media en informatie;voltijd onderwijs;vrouw;8;5;10;6;10;10;36;133;248;323
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50901;B Hebreeuwse Taal en Cultuur;deeltijd onderwijs;man;1;0;0;1;1;2;3;3;1;1
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50901;B Hebreeuwse Taal en Cultuur;deeltijd onderwijs;vrouw;2;1;1;1;2;1;1;2;1;1
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50901;B Hebreeuwse Taal en Cultuur;voltijd onderwijs;man;3;3;6;5;5;3;3;2;1;1
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50901;B Hebreeuwse Taal en Cultuur;voltijd onderwijs;vrouw;10;11;5;5;6;7;6;2;7;7
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50902;B Religiewetenschappen;deeltijd onderwijs;man;0;4;2;2;2;3;4;2;2;2
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50902;B Religiewetenschappen;deeltijd onderwijs;vrouw;9;9;6;5;5;3;3;3;1;2
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50902;B Religiewetenschappen;voltijd onderwijs;man;6;8;5;7;4;5;4;7;8;9
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50902;B Religiewetenschappen;voltijd onderwijs;vrouw;29;22;15;20;17;17;19;23;21;15
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50906;B Media en Cultuur;voltijd onderwijs;man;420;442;363;358;288;225;190;140;121;174
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50906;B Media en Cultuur;voltijd onderwijs;vrouw;636;721;649;638;573;444;374;303;282;414
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56003;B Griekse en Latijnse Taal en Cultuur;deeltijd onderwijs;man;3;6;3;4;2;2;1;1;3;3
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56003;B Griekse en Latijnse Taal en Cultuur;deeltijd onderwijs;vrouw;3;1;1;1;2;1;2;2;2;4
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56003;B Griekse en Latijnse Taal en Cultuur;voltijd onderwijs;man;23;23;21;21;12;13;10;10;14;12
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56003;B Griekse en Latijnse Taal en Cultuur;voltijd onderwijs;vrouw;24;28;26;23;26;25;21;22;17;24
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56034;B Geschiedenis;deeltijd onderwijs;man;40;39;29;28;28;31;29;29;29;25
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56034;B Geschiedenis;deeltijd onderwijs;vrouw;18;9;10;12;15;15;12;15;16;14
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56034;B Geschiedenis;voltijd onderwijs;man;437;461;428;451;436;396;403;367;345;328
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56034;B Geschiedenis;voltijd onderwijs;vrouw;273;276;243;234;200;179;177;199;214;192
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56040;B Arabische Taal en Cultuur;deeltijd onderwijs;man;1;1;3;0;0;0;0;1;5;3
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56040;B Arabische Taal en Cultuur;deeltijd onderwijs;vrouw;2;1;3;2;2;3;5;4;11;9
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56040;B Arabische Taal en Cultuur;voltijd onderwijs;man;10;11;10;14;13;10;18;19;20;16
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56040;B Arabische Taal en Cultuur;voltijd onderwijs;vrouw;38;30;22;20;22;23;34;37;35;41
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56051;B Europese Studies;voltijd onderwijs;man;229;221;206;221;201;229;244;270;285;282
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56051;B Europese Studies;voltijd onderwijs;vrouw;449;438;351;330;300;316;378;411;457;443
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56081;B Filosofie;deeltijd onderwijs;man;58;40;28;21;18;17;16;22;24;25
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56081;B Filosofie;deeltijd onderwijs;vrouw;29;27;18;9;9;8;13;14;11;8
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56081;B Filosofie;voltijd onderwijs;man;198;192;196;192;182;184;160;166;151;146
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56081;B Filosofie;voltijd onderwijs;vrouw;135;124;107;124;124;132;128;131;128;102
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56700;B Muziekwetenschap;deeltijd onderwijs;man;9;11;8;3;3;2;3;3;5;5
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56700;B Muziekwetenschap;deeltijd onderwijs;vrouw;4;5;3;3;5;5;2;3;3;5
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56700;B Muziekwetenschap;voltijd onderwijs;man;65;67;64;69;72;58;50;51;40;41
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56700;B Muziekwetenschap;voltijd onderwijs;vrouw;75;69;62;65;42;38;27;37;35;43
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56702;B Theaterwetenschap;deeltijd onderwijs;man;3;2;1;2;1;1;2;4;1;1
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56702;B Theaterwetenschap;deeltijd onderwijs;vrouw;2;4;1;2;1;5;4;4;3;2
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56702;B Theaterwetenschap;voltijd onderwijs;man;29;25;27;32;21;26;28;21;20;19
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56702;B Theaterwetenschap;voltijd onderwijs;vrouw;149;158;140;134;101;87;78;84;82;95
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56704;B Oudheidwetenschappen;voltijd onderwijs;man;0;0;0;0;0;0;0;0;6;11
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56704;B Oudheidwetenschappen;voltijd onderwijs;vrouw;0;0;0;0;0;0;0;0;4;6
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56802;B Literatuurwetenschap;deeltijd onderwijs;man;3;2;2;2;2;1;0;2;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56802;B Literatuurwetenschap;deeltijd onderwijs;vrouw;6;3;2;2;2;0;3;3;5;7
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56802;B Literatuurwetenschap;voltijd onderwijs;man;24;23;23;25;24;17;26;32;37;38
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56802;B Literatuurwetenschap;voltijd onderwijs;vrouw;83;79;77;57;53;39;85;126;151;163
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56803;B Taalwetenschap;deeltijd onderwijs;man;0;0;0;0;0;0;1;1;2;1
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56803;B Taalwetenschap;deeltijd onderwijs;vrouw;9;7;5;3;3;4;3;3;2;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56803;B Taalwetenschap;voltijd onderwijs;man;15;18;13;14;14;17;12;28;42;44
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56803;B Taalwetenschap;voltijd onderwijs;vrouw;66;62;56;51;52;49;40;70;94;142
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56804;B Nederlandse Taal en Cultuur;deeltijd onderwijs;man;9;6;2;4;4;3;3;3;5;6
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56804;B Nederlandse Taal en Cultuur;deeltijd onderwijs;vrouw;21;16;8;7;7;8;2;4;6;11
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56804;B Nederlandse Taal en Cultuur;voltijd onderwijs;man;83;75;59;58;59;61;58;50;43;39
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56804;B Nederlandse Taal en Cultuur;voltijd onderwijs;vrouw;346;291;253;237;221;194;155;123;99;97
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56805;B Duitse Taal en Cultuur;deeltijd onderwijs;man;1;0;0;0;2;1;0;2;4;3
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56805;B Duitse Taal en Cultuur;deeltijd onderwijs;vrouw;10;9;6;5;5;5;3;6;4;6
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56805;B Duitse Taal en Cultuur;voltijd onderwijs;man;9;12;12;11;14;13;15;17;18;15
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56805;B Duitse Taal en Cultuur;voltijd onderwijs;vrouw;26;38;28;30;27;29;29;21;16;17
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56806;B Engelse Taal en Cultuur;deeltijd onderwijs;man;3;1;3;2;5;8;8;6;5;5
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56806;B Engelse Taal en Cultuur;deeltijd onderwijs;vrouw;23;19;10;12;13;16;13;9;13;10
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56806;B Engelse Taal en Cultuur;voltijd onderwijs;man;85;95;93;103;101;86;84;83;80;72
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56806;B Engelse Taal en Cultuur;voltijd onderwijs;vrouw;193;187;176;199;216;199;188;187;166;165
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56807;B Scandinavische Talen en Culturen;deeltijd onderwijs;man;0;0;0;0;1;0;1;0;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56807;B Scandinavische Talen en Culturen;deeltijd onderwijs;vrouw;8;5;2;4;2;3;4;2;1;2
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56807;B Scandinavische Talen en Culturen;voltijd onderwijs;man;20;19;17;20;13;7;7;10;9;6
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56807;B Scandinavische Talen en Culturen;voltijd onderwijs;vrouw;34;27;23;31;35;31;29;41;41;32
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56808;B Franse Taal en Cultuur;deeltijd onderwijs;man;3;1;3;1;0;2;1;1;0;1
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56808;B Franse Taal en Cultuur;deeltijd onderwijs;vrouw;10;8;10;5;5;8;4;3;4;5
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56808;B Franse Taal en Cultuur;voltijd onderwijs;man;14;9;7;8;6;6;4;9;8;8
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56808;B Franse Taal en Cultuur;voltijd onderwijs;vrouw;54;46;50;34;40;39;40;38;30;31
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56809;B Italiaanse Taal en Cultuur;deeltijd onderwijs;man;4;4;4;2;1;1;2;2;3;3
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56809;B Italiaanse Taal en Cultuur;deeltijd onderwijs;vrouw;14;11;10;8;7;9;9;14;12;14
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56809;B Italiaanse Taal en Cultuur;voltijd onderwijs;man;7;10;8;12;13;9;10;7;8;11
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56809;B Italiaanse Taal en Cultuur;voltijd onderwijs;vrouw;28;34;31;24;25;12;14;16;13;10
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56810;B Spaanse Taal en Cultuur;deeltijd onderwijs;man;3;1;2;1;3;4;2;3;1;1
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56810;B Spaanse Taal en Cultuur;deeltijd onderwijs;vrouw;16;17;12;11;10;12;8;9;12;8
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56810;B Spaanse Taal en Cultuur;voltijd onderwijs;man;36;29;24;18;14;12;14;11;13;16
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56810;B Spaanse Taal en Cultuur;voltijd onderwijs;vrouw;89;78;84;69;51;41;40;37;39;45
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56812;B Roemeense Taal en Cultuur;deeltijd onderwijs;man;1;1;0;0;0;0;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56812;B Roemeense Taal en Cultuur;deeltijd onderwijs;vrouw;1;2;2;1;1;1;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56812;B Roemeense Taal en Cultuur;voltijd onderwijs;man;3;1;1;1;0;1;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56812;B Roemeense Taal en Cultuur;voltijd onderwijs;vrouw;1;2;1;0;0;0;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56813;B Slavische Talen en Culturen;deeltijd onderwijs;man;8;6;7;7;4;8;6;6;7;4
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56813;B Slavische Talen en Culturen;deeltijd onderwijs;vrouw;10;6;5;5;5;7;5;3;4;4
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56813;B Slavische Talen en Culturen;voltijd onderwijs;man;20;21;24;25;17;13;12;6;7;6
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56813;B Slavische Talen en Culturen;voltijd onderwijs;vrouw;38;47;33;30;28;29;23;26;21;18
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56814;B Nieuwgriekse Taal en Cultuur;deeltijd onderwijs;man;0;0;0;0;1;0;1;1;1;1
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56814;B Nieuwgriekse Taal en Cultuur;deeltijd onderwijs;vrouw;2;2;3;2;3;1;1;2;2;2
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56814;B Nieuwgriekse Taal en Cultuur;voltijd onderwijs;man;2;3;2;4;2;4;3;3;4;1
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56814;B Nieuwgriekse Taal en Cultuur;voltijd onderwijs;vrouw;9;8;6;8;7;10;9;4;3;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56816;B Latijnse Taal en Cultuur;deeltijd onderwijs;man;4;2;1;2;2;3;0;0;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56816;B Latijnse Taal en Cultuur;deeltijd onderwijs;vrouw;3;4;1;3;2;1;2;2;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56816;B Latijnse Taal en Cultuur;voltijd onderwijs;man;3;1;4;5;9;4;4;2;1;0
Noord-Holland;0363;Amsterdam;reguliere inst.;bachelor;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56816;B Latijnse Taal en Cultuur;voltijd onderwijs;vrouw;5;3;0;0;4;3;4;3;0;0
